"Date","Price","Open","High","Low","Vol.","Change %"
"01-12-2008","2,682.90","2,755.15","2,832.85","2,669.50","257.84B","-2.62%"
"28-11-2008","2,755.10","2,745.70","2,779.00","2,690.30","296.32B","0.10%"
"26-11-2008","2,752.25","2,652.45","2,762.60","2,643.35","269.95B","3.70%"
"25-11-2008","2,654.00","2,708.30","2,790.70","2,638.20","214.27B","-2.00%"
"24-11-2008","2,708.25","2,690.85","2,740.35","2,633.80","236.73B","0.55%"
"21-11-2008","2,693.45","2,553.60","2,718.60","2,539.80","281.16B","5.50%"
"20-11-2008","2,553.15","2,634.20","2,634.20","2,502.90","204.79B","-3.11%"
"19-11-2008","2,635.00","2,682.75","2,772.40","2,617.90","230.51B","-1.79%"
"18-11-2008","2,683.15","2,802.45","2,802.45","2,664.30","220.18B","-4.16%"
"17-11-2008","2,799.55","2,813.40","2,835.70","2,694.50","251.22B","-0.38%"
"14-11-2008","2,810.35","2,848.00","2,938.80","2,778.80","256.74B","-1.34%"
"12-11-2008","2,848.45","2,937.90","2,975.20","2,794.95","250.46B","-3.07%"
"11-11-2008","2,938.65","3,147.20","3,147.20","2,919.45","221.65B","-6.66%"
"10-11-2008","3,148.25","2,973.30","3,161.25","2,973.30","250.70B","5.89%"
"07-11-2008","2,973.00","2,893.25","3,010.00","2,860.10","246.64B","2.78%"
"06-11-2008","2,892.65","2,998.45","3,007.80","2,860.25","268.18B","-3.42%"
"05-11-2008","2,994.95","3,155.75","3,240.55","2,971.00","305.69B","-4.68%"
"04-11-2008","3,142.10","3,050.25","3,152.30","2,985.00","304.61B","3.23%"
"03-11-2008","3,043.85","2,885.40","3,062.05","2,885.40","240.43B","5.48%"
"31-10-2008","2,885.60","2,696.30","2,921.35","2,696.30","320.46B","6.99%"
"29-10-2008","2,697.05","2,685.30","2,781.25","2,631.90","361.64B","0.46%"
"28-10-2008","2,684.60","2,526.20","2,695.95","2,526.20","512.06B","6.35%"
"27-10-2008","2,524.20","2,583.75","2,585.30","2,252.75","341.12B","-2.31%"
"24-10-2008","2,584.00","2,936.25","2,936.25","2,525.05","348.59B","-12.20%"
"23-10-2008","2,943.15","3,064.80","3,085.10","2,917.15","234.03B","-3.98%"
"22-10-2008","3,065.15","3,234.70","3,235.75","3,051.80","171.32B","-5.25%"
"21-10-2008","3,234.90","3,125.40","3,254.85","3,117.35","225.59B","3.59%"
"20-10-2008","3,122.80","3,108.20","3,238.40","3,058.95","185.82B","1.58%"
"17-10-2008","3,074.35","3,269.05","3,335.95","3,046.60","193.31B","-5.96%"
"16-10-2008","3,269.30","3,333.85","3,333.85","3,099.90","234.07B","-2.07%"
"15-10-2008","3,338.40","3,517.90","3,518.50","3,324.55","163.72B","-5.12%"
"14-10-2008","3,518.65","3,494.10","3,648.25","3,491.50","177.53B","0.80%"
"13-10-2008","3,490.70","3,272.90","3,510.20","3,272.90","195.17B","6.43%"
"10-10-2008","3,279.95","3,502.05","3,502.05","3,198.95","283.84B","-6.65%"
"08-10-2008","3,513.65","3,604.40","3,604.40","3,329.45","228.58B","-2.58%"
"07-10-2008","3,606.60","3,606.95","3,732.65","3,537.00","210.22B","0.12%"
"06-10-2008","3,602.35","3,817.30","3,820.85","3,581.60","157.49B","-5.66%"
"03-10-2008","3,818.30","3,953.55","3,969.55","3,804.85","172.52B","-3.35%"
"01-10-2008","3,950.75","3,921.85","4,000.50","3,861.25","149.83B","0.75%"
"30-09-2008","3,921.20","3,848.70","3,966.85","3,715.05","217.09B","1.85%"
"29-09-2008","3,850.05","3,990.20","3,997.55","3,777.30","187.24B","-3.39%"
"26-09-2008","3,985.25","4,108.75","4,110.70","3,970.35","133.85B","-3.05%"
"25-09-2008","4,110.55","4,162.15","4,172.60","4,077.50","217.96B","-1.22%"
"24-09-2008","4,161.25","4,125.75","4,207.95","4,115.85","156.07B","0.83%"
"23-09-2008","4,126.90","4,223.90","4,224.70","4,117.90","125.53B","-2.28%"
"22-09-2008","4,223.05","4,248.95","4,303.25","4,202.40","136.01B","-0.52%"
"19-09-2008","4,245.25","4,040.80","4,262.65","4,040.80","205.15B","5.13%"
"18-09-2008","4,038.15","4,005.25","4,050.10","3,799.55","203.05B","0.75%"
"17-09-2008","4,008.25","4,074.80","4,116.70","3,974.60","153.24B","-1.64%"
"16-09-2008","4,074.90","4,072.55","4,090.10","3,919.35","159.51B","0.05%"
"15-09-2008","4,072.90","4,231.95","4,237.25","3,955.40","147.16B","-3.68%"
"12-09-2008","4,228.45","4,291.60","4,323.90","4,200.15","145.75B","-1.44%"
"11-09-2008","4,290.30","4,397.25","4,399.30","4,272.75","116.72B","-2.50%"
"10-09-2008","4,400.25","4,467.50","4,467.50","4,382.35","134.79B","-1.53%"
"09-09-2008","4,468.70","4,485.15","4,497.50","4,418.95","95.54B","-0.30%"
"08-09-2008","4,482.30","4,358.30","4,558.00","4,358.30","117.22B","2.99%"
"05-09-2008","4,352.30","4,444.70","4,444.70","4,328.90","108.53B","-2.15%"
"04-09-2008","4,447.75","4,512.95","4,514.60","4,419.45","114.63B","-1.25%"
"02-09-2008","4,504.00","4,358.85","4,522.40","4,343.10","129.29B","3.57%"
"01-09-2008","4,348.65","4,356.10","4,365.00","4,281.35","82.97B","-0.26%"
"29-08-2008","4,360.00","4,230.60","4,368.80","4,230.60","111.46B","3.46%"
"28-08-2008","4,214.00","4,290.75","4,304.50","4,201.85","160.48B","-1.82%"
"27-08-2008","4,292.10","4,336.85","4,364.25","4,282.65","84.38B","-1.05%"
"26-08-2008","4,337.50","4,335.20","4,345.05","4,283.30","86.26B","0.05%"
"25-08-2008","4,335.35","4,317.95","4,398.80","4,317.95","79.24B","0.18%"
"22-08-2008","4,327.45","4,283.85","4,337.00","4,248.00","101.43B","1.02%"
"21-08-2008","4,283.85","4,416.20","4,418.55","4,271.30","91.31B","-2.99%"
"20-08-2008","4,415.75","4,365.45","4,434.90","4,365.45","89.40B","1.09%"
"19-08-2008","4,368.25","4,393.10","4,393.70","4,316.55","96.48B","-0.56%"
"18-08-2008","4,393.05","4,430.70","4,447.40","4,379.85","96.20B","-0.85%"
"14-08-2008","4,430.70","4,524.20","4,529.80","4,421.25","94.98B","-2.17%"
"13-08-2008","4,529.05","4,548.05","4,572.65","4,497.25","105.39B","-0.51%"
"12-08-2008","4,552.25","4,620.95","4,649.85","4,525.75","123.23B","-1.47%"
"11-08-2008","4,620.40","4,529.35","4,625.20","4,529.35","112.94B","2.01%"
"08-08-2008","4,529.50","4,518.35","4,546.35","4,464.00","114.20B","0.12%"
"07-08-2008","4,523.85","4,515.25","4,580.15","4,493.70","133.71B","0.14%"
"06-08-2008","4,517.55","4,506.25","4,615.90","4,503.90","175.50B","0.33%"
"05-08-2008","4,502.85","4,395.80","4,515.15","4,376.00","193.93B","2.45%"
"04-08-2008","4,395.35","4,426.10","4,436.15","4,362.90","131.34B","-0.41%"
"01-08-2008","4,413.55","4,331.60","4,422.95","4,235.70","178.08B","1.86%"
"31-07-2008","4,332.95","4,314.35","4,342.00","4,285.55","199.68B","0.45%"
"30-07-2008","4,313.55","4,191.20","4,327.00","4,191.20","151.94B","2.95%"
"29-07-2008","4,189.85","4,332.20","4,332.20","4,159.15","125.81B","-3.28%"
"28-07-2008","4,332.10","4,282.25","4,352.65","4,282.25","111.11B","0.47%"
"25-07-2008","4,311.85","4,440.85","4,440.85","4,297.15","161.63B","-2.74%"
"24-07-2008","4,433.55","4,476.20","4,539.45","4,385.85","176.95B","-0.97%"
"23-07-2008","4,476.80","4,246.70","4,491.55","4,246.70","233.62B","5.58%"
"22-07-2008","4,240.10","4,158.45","4,262.45","4,137.95","165.65B","1.94%"
"21-07-2008","4,159.50","4,092.20","4,168.15","4,072.75","136.66B","1.64%"
"18-07-2008","4,092.25","3,962.95","4,110.55","3,926.30","175.07B","3.67%"
"17-07-2008","3,947.20","3,823.15","3,968.75","3,823.15","179.94B","3.42%"
"16-07-2008","3,816.70","3,861.55","3,920.05","3,790.20","175.51B","-1.15%"
"15-07-2008","3,861.10","4,039.30","4,040.70","3,835.50","141.87B","-4.42%"
"14-07-2008","4,039.70","4,047.45","4,118.10","4,004.25","125.91B","-0.23%"
"11-07-2008","4,049.00","4,166.00","4,215.50","4,014.45","136.82B","-2.72%"
"10-07-2008","4,162.20","4,155.65","4,187.95","4,110.40","146.41B","0.12%"
"09-07-2008","4,157.10","3,990.90","4,169.40","3,990.90","144.53B","4.23%"
"08-07-2008","3,988.55","4,028.70","4,028.70","3,896.05","135.09B","-1.03%"
"07-07-2008","4,030.00","4,002.00","4,114.50","4,002.00","125.74B","0.35%"
"04-07-2008","4,016.00","3,926.65","4,033.50","3,896.40","152.04B","2.30%"
"03-07-2008","3,925.75","4,094.60","4,097.35","3,874.85","154.49B","-4.09%"
"02-07-2008","4,093.35","3,895.30","4,107.15","3,848.25","199.76B","5.05%"
"01-07-2008","3,896.75","4,039.75","4,075.40","3,878.20","164.47B","-3.56%"
"30-06-2008","4,040.55","4,136.25","4,163.00","4,021.70","144.49B","-2.32%"
"27-06-2008","4,136.65","4,315.30","4,315.30","4,119.20","177.16B","-4.15%"
"26-06-2008","4,315.85","4,252.60","4,324.75","4,230.00","195.95B","1.49%"
"25-06-2008","4,252.65","4,189.60","4,264.55","4,093.20","151.94B","1.47%"
"24-06-2008","4,191.10","4,271.05","4,305.90","4,156.10","132.37B","-1.76%"
"23-06-2008","4,266.40","4,351.15","4,351.15","4,225.50","126.31B","-1.87%"
"20-06-2008","4,347.55","4,504.20","4,532.00","4,333.60","133.10B","-3.48%"
"19-06-2008","4,504.25","4,582.55","4,585.70","4,488.95","102.14B","-1.71%"
"18-06-2008","4,582.40","4,652.80","4,679.75","4,569.90","136.86B","-1.52%"
"17-06-2008","4,653.00","4,572.50","4,664.05","4,561.75","107.12B","1.76%"
"16-06-2008","4,572.50","4,536.30","4,617.70","4,536.30","111.42B","1.23%"
"13-06-2008","4,517.10","4,539.50","4,563.35","4,491.35","139.53B","-0.49%"
"12-06-2008","4,539.35","4,524.40","4,550.00","4,392.00","163.97B","0.35%"
"11-06-2008","4,523.60","4,469.65","4,541.05","4,468.05","166.12B","1.66%"
"10-06-2008","4,449.80","4,522.00","4,522.55","4,369.80","165.41B","-1.14%"
"09-06-2008","4,500.95","4,626.45","4,626.45","4,411.60","175.25B","-2.74%"
"06-06-2008","4,627.80","4,680.55","4,746.30","4,614.25","132.09B","-1.05%"
"05-06-2008","4,676.95","4,586.95","4,690.60","4,536.25","168.87B","1.99%"
"04-06-2008","4,585.60","4,718.70","4,731.50","4,564.50","154.82B","-2.76%"
"03-06-2008","4,715.90","4,739.30","4,739.30","4,634.00","140.73B","-0.50%"
"02-06-2008","4,739.60","4,869.25","4,908.80","4,713.00","118.40B","-2.68%"
"30-05-2008","4,870.10","4,844.05","4,908.85","4,833.45","138.61B","0.72%"
"29-05-2008","4,835.30","4,926.30","4,957.40","4,801.90","194.90B","-1.69%"
"28-05-2008","4,918.35","4,862.70","4,926.90","4,835.65","140.74B","1.20%"
"27-05-2008","4,859.80","4,877.15","4,932.00","4,846.20","120.40B","-0.31%"
"26-05-2008","4,875.05","4,953.60","4,953.60","4,858.00","124.35B","-1.45%"
"23-05-2008","4,946.55","5,026.55","5,059.05","4,940.70","152.37B","-1.57%"
"22-05-2008","5,025.45","5,117.00","5,118.90","5,010.70","113.50B","-1.80%"
"21-05-2008","5,117.65","5,105.70","5,135.55","5,048.70","163.03B","0.25%"
"20-05-2008","5,104.95","5,157.00","5,160.05","5,072.40","157.36B","-1.02%"
"16-05-2008","5,157.70","5,115.65","5,167.40","5,106.40","153.20B","0.83%"
"15-05-2008","5,115.25","5,010.90","5,118.55","4,999.60","150.79B","2.07%"
"14-05-2008","5,011.75","4,958.45","5,026.10","4,932.05","147.69B","1.09%"
"13-05-2008","4,957.80","5,008.60","5,066.00","4,943.75","158.38B","-1.09%"
"12-05-2008","5,012.65","4,981.00","5,021.75","4,913.80","150.70B","0.60%"
"09-05-2008","4,982.60","5,070.85","5,087.65","4,969.40","142.29B","-1.95%"
"08-05-2008","5,081.70","5,135.80","5,143.05","5,062.45","127.17B","-1.05%"
"07-05-2008","5,135.50","5,156.70","5,159.05","5,101.25","153.38B","-0.18%"
"06-05-2008","5,144.65","5,192.35","5,206.50","5,110.90","131.30B","-0.92%"
"05-05-2008","5,192.25","5,227.25","5,254.50","5,182.60","125.63B","-0.69%"
"02-05-2008","5,228.20","5,265.30","5,298.85","5,197.60","131.24B","1.21%"
"30-04-2008","5,165.90","5,198.35","5,230.75","5,155.85","146.21B","-0.57%"
"29-04-2008","5,195.50","5,092.40","5,210.90","5,082.15","214.91B","2.08%"
"28-04-2008","5,089.65","5,112.50","5,147.45","5,079.15","110.78B","-0.43%"
"25-04-2008","5,111.70","4,999.15","5,117.70","4,999.15","134.45B","2.24%"
"24-04-2008","4,999.85","5,022.90","5,072.70","4,991.35","154.29B","-0.46%"
"23-04-2008","5,022.80","5,044.35","5,083.50","5,003.55","144.56B","-0.52%"
"22-04-2008","5,049.30","5,037.05","5,074.25","4,994.05","126.75B","0.24%"
"21-04-2008","5,037.00","4,955.90","5,053.40","4,955.90","110.42B","1.59%"
"17-04-2008","4,958.40","4,890.60","4,984.95","4,889.65","135.28B","1.45%"
"16-04-2008","4,887.30","4,881.65","4,951.40","4,874.05","137.21B","0.16%"
"15-04-2008","4,879.65","4,779.95","4,917.10","4,708.30","152.07B","2.13%"
"11-04-2008","4,777.80","4,734.35","4,817.40","4,727.25","132.77B","0.95%"
"10-04-2008","4,733.00","4,747.55","4,799.50","4,720.90","150.14B","-0.30%"
"09-04-2008","4,747.05","4,707.05","4,758.25","4,667.50","101.41B","0.79%"
"08-04-2008","4,709.65","4,760.65","4,769.55","4,677.80","113.75B","-1.08%"
"07-04-2008","4,761.20","4,631.35","4,798.55","4,628.80","124.93B","2.46%"
"04-04-2008","4,647.00","4,766.70","4,791.70","4,632.70","131.51B","-2.61%"
"03-04-2008","4,771.60","4,753.90","4,833.25","4,738.20","124.59B","0.37%"
"02-04-2008","4,754.20","4,741.40","4,916.75","4,741.40","114.66B","0.31%"
"01-04-2008","4,739.55","4,735.65","4,800.75","4,628.75","119.88B","0.11%"
"31-03-2008","4,734.50","4,942.15","4,947.00","4,703.85","147.20B","-4.20%"
"28-03-2008","4,942.00","4,830.00","4,970.80","4,796.35","162.59B","2.31%"
"27-03-2008","4,830.25","4,828.80","4,863.75","4,769.60","180.11B","0.03%"
"26-03-2008","4,828.85","4,878.70","4,912.30","4,808.65","126.10B","-1.00%"
"25-03-2008","4,877.50","4,616.80","4,896.80","4,616.80","142.37B","5.81%"
"24-03-2008","4,609.85","4,576.80","4,649.45","4,539.80","123.98B","0.78%"
"19-03-2008","4,573.95","4,534.75","4,718.40","4,533.90","158.51B","0.90%"
"18-03-2008","4,533.00","4,519.90","4,617.95","4,468.55","169.44B","0.66%"
"17-03-2008","4,503.10","4,745.45","4,745.45","4,482.10","143.35B","-5.11%"
"14-03-2008","4,745.80","4,623.80","4,758.95","4,607.55","135.57B","2.64%"
"13-03-2008","4,623.60","4,868.70","4,868.80","4,580.15","137.64B","-5.10%"
"12-03-2008","4,872.00","4,869.75","5,019.20","4,854.75","135.04B","0.13%"
"11-03-2008","4,865.90","4,796.30","4,888.50","4,732.85","158.76B","1.36%"
"10-03-2008","4,800.40","4,767.80","4,814.95","4,620.50","155.88B","0.60%"
"07-03-2008","4,771.60","4,918.30","4,918.30","4,672.25","145.78B","-3.04%"
"05-03-2008","4,921.40","4,866.85","4,936.75","4,847.25","114.72B","1.17%"
"04-03-2008","4,864.25","4,958.55","4,976.70","4,812.95","150.84B","-1.79%"
"03-03-2008","4,953.00","5,222.80","5,222.80","4,936.05","150.74B","-5.18%"
"29-02-2008","5,223.50","5,285.00","5,290.80","5,098.35","165.09B","-1.17%"
"28-02-2008","5,285.10","5,266.35","5,302.85","5,227.15","107.98B","0.32%"
"27-02-2008","5,268.40","5,271.40","5,368.15","5,249.75","89.57B","-0.03%"
"26-02-2008","5,270.05","5,200.80","5,281.20","5,200.80","86.10B","1.33%"
"25-02-2008","5,200.70","5,112.25","5,212.35","5,055.15","78.36B","1.76%"
"22-02-2008","5,110.75","5,183.40","5,184.00","5,092.80","72.07B","-1.56%"
"21-02-2008","5,191.80","5,156.90","5,241.35","5,120.05","89.88B","0.72%"
"20-02-2008","5,154.45","5,267.15","5,267.15","5,116.30","89.87B","-2.39%"
"19-02-2008","5,280.80","5,278.40","5,368.45","5,262.00","88.66B","0.07%"
"18-02-2008","5,276.90","5,304.45","5,348.60","5,224.00","77.58B","-0.49%"
"15-02-2008","5,302.90","5,202.85","5,315.40","5,104.75","110.54B","1.94%"
"14-02-2008","5,202.00","4,944.65","5,220.25","4,944.65","106.43B","5.53%"
"13-02-2008","4,929.45","4,836.55","4,986.55","4,836.55","104.07B","1.88%"
"12-02-2008","4,838.25","4,877.85","4,949.60","4,820.45","102.36B","-0.39%"
"11-02-2008","4,857.00","5,120.55","5,126.40","4,803.60","125.72B","-5.14%"
"08-02-2008","5,120.35","5,132.10","5,173.85","5,034.25","108.95B","-0.25%"
"07-02-2008","5,133.25","5,322.55","5,344.60","5,113.85","103.08B","-3.56%"
"06-02-2008","5,322.55","5,470.40","5,470.40","5,257.05","106.12B","-2.94%"
"05-02-2008","5,483.90","5,463.75","5,500.60","5,412.95","96.49B","0.37%"
"04-02-2008","5,463.50","5,315.55","5,545.20","5,315.55","105.72B","2.75%"
"01-02-2008","5,317.25","5,140.60","5,339.95","5,090.75","106.70B","3.50%"
"31-01-2008","5,137.45","5,172.25","5,251.65","5,071.15","187.49B","-0.58%"
"30-01-2008","5,167.60","5,283.75","5,314.30","5,142.25","101.26B","-2.14%"
"29-01-2008","5,280.80","5,279.55","5,391.60","5,225.25","98.43B","0.13%"
"28-01-2008","5,274.10","5,380.95","5,380.95","5,071.00","94.47B","-2.03%"
"25-01-2008","5,383.35","5,035.05","5,399.25","5,035.05","105.88B","6.95%"
"24-01-2008","5,033.45","5,208.00","5,357.20","4,995.80","145.35B","-3.27%"
"23-01-2008","5,203.40","4,903.05","5,328.05","4,891.60","172.63B","6.21%"
"22-01-2008","4,899.30","5,203.35","5,203.35","4,448.50","200.60B","-5.94%"
"21-01-2008","5,208.80","5,705.00","5,705.00","4,977.10","211.34B","-8.70%"
"18-01-2008","5,705.30","5,907.75","5,908.75","5,677.00","135.74B","-3.52%"
"17-01-2008","5,913.20","5,937.95","6,013.15","5,880.30","127.18B","-0.38%"
"16-01-2008","5,935.75","6,065.00","6,065.00","5,825.75","152.49B","-2.28%"
"15-01-2008","6,074.25","6,226.35","6,260.45","6,053.30","117.68B","-2.14%"
"14-01-2008","6,206.80","6,208.80","6,244.15","6,172.00","110.91B","0.11%"
"11-01-2008","6,200.10","6,166.65","6,224.20","6,112.55","125.14B","0.70%"
"10-01-2008","6,156.95","6,278.10","6,347.00","6,142.90","133.66B","-1.83%"
"09-01-2008","6,272.00","6,287.55","6,338.30","6,231.25","120.85B","-0.25%"
"08-01-2008","6,287.85","6,282.45","6,357.10","6,221.60","162.56B","0.14%"
"07-01-2008","6,279.10","6,271.00","6,289.80","6,193.35","139.61B","0.08%"
"04-01-2008","6,274.30","6,179.10","6,300.05","6,179.10","147.63B","1.55%"
"03-01-2008","6,178.55","6,184.25","6,230.15","6,126.40","156.36B","-0.01%"
"02-01-2008","6,179.40","6,144.70","6,197.00","6,060.85","110.35B","0.57%"
"01-01-2008","6,144.35","6,136.75","6,165.35","6,109.85","81.31B","0.09%"
"31-12-2007","6,138.60","6,095.00","6,167.75","6,095.00","85.02B","0.97%"
"28-12-2007","6,079.70","6,079.55","6,098.60","6,021.90","79.57B","-0.03%"
"27-12-2007","6,081.50","6,069.00","6,110.85","6,060.20","149.99B","0.18%"
"26-12-2007","6,070.75","5,988.45","6,085.25","5,988.45","90.83B","1.43%"
"24-12-2007","5,985.10","5,771.30","6,001.05","5,771.30","100.42B","3.79%"
"20-12-2007","5,766.50","5,751.75","5,799.50","5,742.75","79.15B","0.27%"
"19-12-2007","5,751.15","5,730.25","5,840.80","5,676.70","88.36B","0.15%"
"18-12-2007","5,742.30","5,777.60","5,874.60","5,710.60","109.46B","-0.60%"
"17-12-2007","5,777.00","6,037.95","6,039.95","5,740.60","108.21B","-4.48%"
"14-12-2007","6,047.70","6,056.20","6,078.55","6,015.05","100.56B","-0.17%"
"13-12-2007","6,058.10","6,159.25","6,185.40","6,040.40","120.31B","-1.64%"
"12-12-2007","6,159.30","6,067.05","6,175.65","6,005.45","130.76B","1.02%"
"11-12-2007","6,097.25","5,960.40","6,111.20","5,960.40","115.31B","2.29%"
"10-12-2007","5,960.60","5,974.00","6,015.30","5,923.35","86.33B","-0.23%"
"07-12-2007","5,974.30","5,963.60","6,042.10","5,894.80","123.11B","0.33%"
"06-12-2007","5,954.70","5,941.05","6,027.05","5,919.80","154.95B","0.25%"
"05-12-2007","5,940.00","5,861.90","5,949.30","5,859.95","120.15B","1.39%"
"04-12-2007","5,858.35","5,870.20","5,897.25","5,840.30","107.50B","-0.11%"
"03-12-2007","5,865.00","5,765.45","5,878.80","5,754.60","111.92B","1.77%"
"30-11-2007","5,762.75","5,633.90","5,782.55","5,632.65","170.46B","2.27%"
"29-11-2007","5,634.60","5,617.80","5,725.00","5,612.10","301.03B","0.30%"
"28-11-2007","5,617.55","5,699.55","5,749.95","5,595.50","97.58B","-1.41%"
"27-11-2007","5,698.15","5,729.25","5,743.55","5,655.60","96.31B","-0.59%"
"26-11-2007","5,731.70","5,611.30","5,772.55","5,608.95","127.10B","2.19%"
"23-11-2007","5,608.60","5,524.30","5,638.60","5,514.75","102.00B","1.62%"
"22-11-2007","5,519.35","5,564.65","5,608.65","5,394.35","149.03B","-0.75%"
"21-11-2007","5,561.05","5,778.80","5,790.05","5,530.85","129.73B","-3.80%"
"20-11-2007","5,780.90","5,911.25","5,923.70","5,755.80","127.22B","-2.15%"
"19-11-2007","5,907.65","5,908.05","5,981.80","5,893.80","104.83B","0.01%"
"16-11-2007","5,906.85","5,913.15","5,948.05","5,817.40","129.79B","-0.09%"
"15-11-2007","5,912.10","5,942.70","5,966.95","5,895.65","146.64B","-0.43%"
"14-11-2007","5,937.90","5,703.95","5,950.20","5,700.05","173.24B","4.26%"
"13-11-2007","5,695.40","5,612.35","5,758.85","5,591.60","156.34B","1.39%"
"12-11-2007","5,617.10","5,660.60","5,660.60","5,477.50","138.68B","-0.81%"
"09-11-2007","5,663.25","5,703.45","5,794.20","5,614.90","213.90B","-0.62%"
"08-11-2007","5,698.75","5,779.30","5,780.80","5,646.75","141.33B","-1.45%"
"07-11-2007","5,782.35","5,782.40","5,861.35","5,744.30","171.69B","-0.07%"
"06-11-2007","5,786.50","5,847.10","5,957.20","5,759.95","244.85B","-1.04%"
"05-11-2007","5,847.30","5,931.90","5,948.55","5,819.60","169.01B","-1.43%"
"02-11-2007","5,932.40","5,854.85","5,944.75","5,714.25","164.84B","1.12%"
"01-11-2007","5,866.45","5,903.80","6,011.95","5,837.20","270.20B","-0.58%"
"31-10-2007","5,900.65","5,868.90","5,952.25","5,861.30","168.16B","0.54%"
"30-10-2007","5,868.75","5,917.55","5,976.00","5,833.90","176.83B","-0.63%"
"29-10-2007","5,905.90","5,708.90","5,922.50","5,708.90","173.59B","3.57%"
"26-10-2007","5,702.30","5,564.25","5,716.90","5,513.35","164.40B","2.39%"
"25-10-2007","5,568.95","5,499.05","5,605.95","5,469.30","188.73B","1.32%"
"24-10-2007","5,496.15","5,477.60","5,577.90","5,419.40","166.88B","0.41%"
"23-10-2007","5,473.70","5,185.30","5,488.50","5,176.85","145.84B","5.59%"
"22-10-2007","5,184.00","5,202.75","5,247.40","5,070.90","131.80B","-0.60%"
"19-10-2007","5,215.30","5,360.35","5,390.85","5,101.75","181.01B","-2.54%"
"18-10-2007","5,351.00","5,551.10","5,736.80","5,269.65","202.75B","-3.75%"
"17-10-2007","5,559.30","5,658.90","5,658.90","5,107.30","186.85B","-1.92%"
"16-10-2007","5,668.05","5,670.65","5,708.35","5,578.45","174.11B","-0.04%"
"15-10-2007","5,670.40","5,428.35","5,682.65","5,419.90","160.99B","4.46%"
"12-10-2007","5,428.25","5,525.30","5,549.30","5,402.60","174.47B","-1.75%"
"11-10-2007","5,524.85","5,438.90","5,532.75","5,424.25","130.84B","1.53%"
"10-10-2007","5,441.45","5,328.15","5,454.70","5,328.15","184.94B","2.14%"
"09-10-2007","5,327.25","5,062.65","5,348.70","5,000.95","139.86B","4.76%"
"08-10-2007","5,085.10","5,186.25","5,249.30","5,024.75","111.43B","-1.94%"
"05-10-2007","5,185.85","5,208.15","5,248.55","5,164.50","93.29B","-0.44%"
"04-10-2007","5,208.65","5,211.65","5,233.10","5,126.05","127.31B","-0.04%"
"03-10-2007","5,210.80","5,069.00","5,261.35","5,034.15","187.72B","2.80%"
"01-10-2007","5,068.95","5,021.50","5,089.30","5,001.35","132.21B","0.95%"
"28-09-2007","5,021.35","4,996.45","5,055.80","4,996.45","137.76B","0.42%"
"27-09-2007","5,000.55","4,942.70","5,016.40","4,942.70","172.14B","1.22%"
"26-09-2007","4,940.50","4,937.60","4,980.85","4,930.35","117.67B","0.03%"
"25-09-2007","4,938.85","4,939.10","4,953.90","4,878.15","140.29B","0.13%"
"24-09-2007","4,932.20","4,837.15","4,941.15","4,837.15","147.58B","1.96%"
"21-09-2007","4,837.55","4,752.95","4,855.70","4,733.70","161.39B","1.90%"
"20-09-2007","4,747.55","4,734.85","4,760.85","4,721.15","93.97B","0.32%"
"19-09-2007","4,732.35","4,550.25","4,739.00","4,550.25","108.52B","4.09%"
"18-09-2007","4,546.20","4,494.10","4,551.80","4,481.55","56.39B","1.15%"
"17-09-2007","4,494.65","4,518.45","4,549.05","4,482.85","51.25B","-0.52%"
"14-09-2007","4,518.00","4,530.00","4,582.60","4,508.85","71.20B","-0.24%"
"13-09-2007","4,528.95","4,498.05","4,540.60","4,498.05","59.33B","0.71%"
"12-09-2007","4,496.85","4,498.65","4,531.50","4,490.40","66.79B","0.00%"
"11-09-2007","4,497.05","4,509.65","4,538.60","4,487.15","80.05B","-0.24%"
"10-09-2007","4,507.85","4,506.85","4,515.25","4,452.95","68.94B","-0.04%"
"07-09-2007","4,509.50","4,518.65","4,547.75","4,499.90","58.01B","-0.20%"
"06-09-2007","4,518.60","4,475.70","4,522.50","4,445.55","60.55B","0.96%"
"05-09-2007","4,475.85","4,479.60","4,507.75","4,458.55","73.80B","-0.08%"
"04-09-2007","4,479.25","4,481.55","4,501.30","4,460.40","72.43B","0.10%"
"03-09-2007","4,474.75","4,466.65","4,490.55","4,452.40","82.24B","0.24%"
"31-08-2007","4,464.00","4,412.60","4,471.30","4,403.00","83.58B","1.17%"
"30-08-2007","4,412.30","4,360.35","4,422.30","4,359.75","128.10B","1.22%"
"29-08-2007","4,359.30","4,317.70","4,368.60","4,226.35","85.95B","0.89%"
"28-08-2007","4,320.70","4,302.40","4,329.15","4,280.60","62.00B","0.42%"
"27-08-2007","4,302.60","4,193.60","4,310.00","4,193.60","62.77B","2.68%"
"24-08-2007","4,190.15","4,113.05","4,201.45","4,110.05","63.18B","1.83%"
"23-08-2007","4,114.95","4,160.10","4,249.85","4,100.80","94.00B","-0.92%"
"22-08-2007","4,153.15","4,081.25","4,165.70","4,040.15","88.28B","1.92%"
"21-08-2007","4,074.90","4,209.55","4,238.10","4,058.55","75.55B","-3.19%"
"20-08-2007","4,209.05","4,108.95","4,262.60","4,108.95","68.78B","2.46%"
"17-08-2007","4,108.05","4,171.10","4,171.10","4,002.20","135.96B","-1.69%"
"16-08-2007","4,178.60","4,366.00","4,366.00","4,171.15","96.56B","-4.38%"
